"","GSM2859423","GSM2859451","GSM2859480","GSM2859515"
"23396",0,1,1,0
"4843",1,0,0,0
"5279",1,1,1,1
"8394",1,0,1,1
"55361",1,1,1,0
"201288",1,1,1,1
"4846",1,0,1,1
"5297",1,0,0,1
"4860",1,1,1,1
"5298",1,1,1,1
"5294",1,1,1,1
"123745",1,1,1,1
"5290",0,1,0,0
"6580",1,0,0,0
"5295",1,1,1,1
"10870",0,1,0,0
"55808",0,1,1,0
"5251",0,1,0,1
"5320",1,1,1,1
"8503",0,0,0,1
"30833",0,0,0,1
"81579",0,0,1,0
"56953",0,1,0,1
"23533",1,1,1,1
"8398",0,1,1,1
"5296",1,1,1,1
"5322",1,1,1,1
"4907",1,0,0,1
"5291",1,0,1,0
"5293",1,1,1,1
"6476",1,1,1,1
"5009",0,0,0,1
"4952",0,1,0,0
"64600",1,1,1,1
"64064",1,1,1,1
"23236",1,1,0,0
"100137049",1,0,0,1
"30814",1,1,1,1
"26279",0,1,0,0
"5335",1,1,1,1
"8399",0,0,1,0
"5332",1,1,1,1
"257068",1,0,1,0
"5319",1,1,1,1
"6489",0,1,1,0
"5336",0,1,1,0
"23007",1,1,1,1
"29906",1,1,1,1
"5334",0,1,0,0
"10654",1,1,1,1
"9651",0,0,1,0
"9807",1,1,1,1
"412",0,1,1,1
"51196",0,1,1,0
"117283",1,1,1,1
"5331",0,1,1,0
"84812",0,1,0,1
"5330",0,1,1,0
"6391",1,1,0,0
"113026",0,0,1,1
"6392",1,1,1,1
"6390",1,1,1,1
"51447",1,1,1,1
"5333",1,1,1,1
"6389",0,0,1,1
"6821",1,0,1,1
"89869",1,1,1,1
"6533",1,0,1,1
"5288",1,1,1,1
"55350",0,0,0,1
"5092",1,0,0,1
"5287",1,0,1,1
"23530",1,1,1,1
"5286",0,0,1,1
"8876",1,1,1,1
"79178",1,0,1,0
"5305",1,1,1,1
"8875",0,0,1,1
"64499",1,1,1,1
"6567",0,0,1,1
"7177",1,1,1,1
"1890",1,0,1,0
"27068",1,1,1,1
"1636",1,0,1,1
"9365",0,0,1,1
"9331",0,0,1,1
"55217",0,1,1,0
"7368",0,1,0,0
"7296",1,0,1,1
"8613",1,1,1,1
"5315",1,1,1,1
"8611",1,0,1,0
"26063",1,0,0,1
"8612",0,0,0,1
"1666",1,1,1,1
"874",1,1,0,1
"5498",1,1,1,1
"11181",1,1,1,1
"10901",0,1,0,1
"126410",1,0,1,0
"80162",1,1,1,1
"7166",0,1,0,1
"8288",1,0,1,1
"2053",1,1,1,1
"9588",1,1,1,1
"121278",1,1,1,1
"8897",0,1,0,1
"4353",1,1,1,1
"8898",1,0,0,1
"169355",1,1,1,1
"6999",1,1,1,1
"2880",1,1,1,1
"5625",0,1,0,0
"9152",1,1,1,1
"6578",1,1,1,1
"6561",1,1,1,1
"9497",1,1,1,1
"115584",0,0,1,0
"6575",0,1,0,1
"6916",1,0,0,1
"23761",1,1,1,1
"6574",1,1,1,1
"7054",1,1,1,1
"142680",1,1,1,1
"9791",1,1,1,1
"6534",1,1,1,1
"81490",0,0,1,0
"10005",0,0,0,1
"3293",1,1,1,1
"1622",0,1,1,1
"225",1,1,0,1
"10965",1,0,1,0
"28965",1,1,1,1
"122970",0,1,0,0
"10020",0,1,0,1
"23205",0,1,0,0
"5805",1,1,0,0
"26061",1,1,1,1
"112483",1,1,1,1
"6303",1,1,1,1
"29880",1,1,1,1
"54716",0,0,1,0
"7355",0,1,1,1
"6564",1,1,1,1
"8566",0,1,1,0
"113235",0,1,1,0
"151531",0,0,1,0
"1200",1,1,1,1
"2168",1,1,1,1
"7358",1,1,1,1
"23169",1,0,1,0
"51056",1,1,1,1
"7378",1,1,1,1
"9390",0,0,0,1
"80146",1,1,1,1
"5184",1,1,1,1
"4891",1,1,1,1
"5168",1,1,1,0
"2944",1,1,1,0
"30061",1,1,1,1
"84912",1,1,0,0
"248",1,1,1,1
"64080",1,1,0,0
"4524",0,0,1,1
"3906",1,1,1,1
"65263",0,1,1,0
"8608",1,0,1,0
"25796",0,1,0,1
"5959",0,1,1,0
"7357",1,1,1,1
"28982",0,1,1,1
"6120",0,1,1,0
"11046",0,1,1,0
"54576",1,1,1,1
"54575",1,1,1,1
"51109",1,1,1,1
"157506",1,0,1,0
"54578",1,1,1,1
"54579",1,1,1,1
"10864",0,1,0,1
"9356",1,1,1,1
"54657",1,1,1,1
"195814",1,0,0,0
"9376",1,1,1,1
"112724",0,0,1,1
"50700",1,1,1,1
"54658",1,1,1,1
"348932",1,1,1,1
"54659",1,1,1,1
"54577",1,1,1,1
"57665",0,0,1,1
"120103",1,0,0,1
"1080",1,1,1,1
"85320",0,1,1,0
"145226",1,0,1,0
"54600",1,1,1,1
"222962",1,1,0,0
"8228",0,1,0,0
"113278",1,1,1,1
"10351",1,1,1,1
"54981",1,1,1,1
"7364",1,1,1,1
"9429",1,0,1,1
"7367",1,1,1,1
"55867",1,1,1,1
"54490",1,1,1,1
"364",1,0,1,0
"7366",1,1,1,1
"6482",1,1,1,1
"360",1,1,1,1
"6484",1,0,0,1
"7363",1,1,1,1
"89872",0,1,0,0
"7365",1,1,1,1
"6483",0,1,1,0
"21",1,1,0,0
"10720",1,1,1,1
"24",1,1,1,1
"54963",1,1,1,1
"10057",1,0,0,0
"125206",0,0,1,1
"7498",0,0,1,1
"10090",1,1,0,0
"200010",1,0,0,0
"9653",0,1,1,0
"9942",0,0,1,0
"6524",0,0,0,1
"159963",1,1,1,1
"64131",0,1,1,0
"55065",0,1,0,1
"64132",1,0,1,0
"3423",1,1,0,0
"79581",0,0,1,0
"10060",1,1,1,1
"9957",1,0,0,0
"51181",1,1,1,1
"6833",1,1,1,1
"9951",1,1,1,1
"3764",1,1,1,1
"222537",1,1,1,1
"64077",0,1,1,1
"3767",1,1,1,1
"5464",1,1,1,1
"64220",1,1,1,1
"10724",1,1,1,1
"5950",1,1,1,1
"1356",0,1,0,1
"2495",1,1,1,1
"9956",1,1,1,1
"5947",1,1,1,1
"9955",1,1,0,0
"2512",1,1,1,1
"94033",1,1,1,1
"5948",0,1,1,0
"29881",1,0,0,1
"1727",1,1,1,1
"9953",1,1,1,1
"64711",1,1,1,1
"949",0,1,1,1
"2350",1,1,1,1
"55501",1,0,1,1
"51706",1,1,1,1
"3248",1,0,1,1
"51700",0,0,1,0
"166929",1,0,0,0
"10587",1,0,1,1
"166012",1,1,1,1
"113189",1,0,1,0
"56261",1,1,1,1
"50515",0,1,1,1
"80347",1,1,1,1
"3658",1,1,0,1
"93034",1,1,0,0
"84618",1,1,1,1
"411",1,0,1,1
"203",1,0,1,0
"22978",1,1,1,1
"122481",0,0,0,1
"100526794",1,1,1,1
"159",1,1,1,1
"51251",1,1,1,1
"23563",1,1,1,1
"122622",1,1,0,0
"10164",1,1,1,1
"353",1,1,1,1
"11212",1,1,1,1
"3251",1,1,1,1
"383",0,1,0,1
"9435",0,0,1,1
"1371",0,0,1,1
"4166",1,1,1,1
"56954",1,1,0,0
"1503",1,0,1,0
"9469",1,1,1,1
"56474",0,0,0,1
"8534",0,0,1,0
"1491",0,1,1,0
"5313",1,1,1,1
"92086",1,1,1,1
"2987",1,1,1,1
"56548",0,0,1,1
"5860",1,1,1,1
"9394",0,0,1,0
"728441",1,1,1,1
"124975",1,1,1,1
"9453",1,0,1,0
"2686",1,1,1,1
"2023",1,1,1,1
"2027",0,1,1,0
"90161",1,1,1,1
"91227",1,1,1,1
"2026",1,1,1,1
"102724197",1,1,1,1
"266722",1,1,1,1
"9843",1,1,1,1
"2799",1,1,1,1
"80308",1,1,1,1
"10157",0,1,1,0
"118881",0,0,1,0
"5211",1,1,1,1
"7360",1,1,1,1
"2819",0,0,0,1
"3176",1,1,1,1
"26330",1,1,1,1
"1757",0,1,1,1
"81537",1,0,1,0
"2597",1,1,1,1
"29926",1,1,0,1
"2673",1,0,0,1
"9945",1,0,1,0
"6652",1,0,1,1
"29925",1,0,1,1
"51557",1,0,0,1
"875",1,1,1,1
"6342",1,1,1,1
"2752",1,1,1,1
"102724560",1,0,0,0
"1800",1,1,1,1
"249",1,1,1,1
"9056",0,1,1,0
"2762",1,0,1,1
"10558",1,1,1,1
"2643",1,1,1,1
"22934",1,1,1,1
"761",1,0,0,0
"51292",1,1,1,1
"55304",0,0,1,1
"766",0,0,1,0
"9517",1,0,0,0
"2098",1,1,1,1
"8879",1,1,1,1
"2766",1,0,1,0
"771",1,1,1,1
"4284",1,0,0,0
"57571",0,1,1,0
"8869",0,0,1,1
"362",1,1,1,1
"358",0,1,0,1
"8833",1,1,1,1
"641371",0,0,1,0
"361",1,1,1,1
"5538",1,1,1,1
"56848",0,0,1,1
"359",1,1,1,1
"8877",0,0,1,0
"3145",1,0,1,1
"9374",1,0,0,1
"11332",1,0,1,0
"586",0,0,1,1
"55825",1,1,1,1
"130752",1,1,1,1
"51102",1,0,1,0
"3615",1,1,1,1
"3614",1,1,1,1
"37",1,1,1,1
"55512",0,0,1,1
"55627",1,1,1,1
"33",1,1,1,1
"682",1,1,1,1
"132158",0,0,0,1
"339221",1,1,1,1
"6609",1,0,1,1
"641649",1,0,0,1
"4351",0,1,0,1
"23475",0,1,0,1
"6610",1,0,1,1
"100287639",1,1,1,1
"259230",1,1,1,1
"93100",1,0,1,0
"441024",1,0,0,0
"50484",1,0,1,0
"65220",1,0,1,0
"6241",1,0,1,1
"116369",0,1,0,0
"115111",0,0,0,1
"389015",1,1,1,1
"6240",1,1,1,1
"6553",1,0,1,1
"3156",1,1,0,0
"284129",1,0,1,0
"2821",1,1,1,1
"115019",1,1,1,1
"5230",1,1,1,1
"79966",1,1,0,0
"5232",1,1,1,1
"375056",1,1,1,1
"10588",0,1,0,1
"5236",1,1,1,1
"26266",0,1,1,1
"84890",0,0,1,0
"55276",1,1,1,1
"6646",1,1,1,1
"5372",0,1,0,0
"6649",1,1,1,1
"55229",1,0,0,0
"5373",1,0,1,0
"79646",0,0,1,1
"80025",0,0,1,0
"53354",1,0,1,1
"6648",1,1,1,0
"6647",1,1,1,1
"6697",0,0,0,1
"6611",1,1,1,1
"83594",0,1,0,0
"7263",0,1,0,0
"26275",0,1,1,1
"6723",1,0,1,1
"6713",1,0,1,1
"2222",1,1,1,1
"210",1,1,1,1
"29920",1,0,1,0
"6715",1,0,1,0
"60490",0,1,0,1
"6716",1,1,1,1
"79717",1,1,1,1
"15",1,1,0,0
"7389",1,1,1,1
"58510",1,1,1,1
"1595",0,1,0,0
"130367",0,1,1,0
"6532",1,0,0,0
"153201",1,1,1,1
"10478",1,0,1,1
"221823",1,1,1,1
"23443",0,0,1,1
"5634",1,1,1,1
"64240",0,1,0,0
"6487",0,1,0,1
"5631",1,1,1,1
"29968",0,0,1,1
"64241",0,1,0,1
"284111",0,0,1,0
"8781",1,1,1,0
"8435",0,1,0,1
"5723",1,1,1,0
"3988",1,1,1,1
"55312",1,1,1,1
"6888",1,1,1,1
"79896",0,0,1,1
"8277",0,1,0,1
"768",1,1,1,1
"84076",1,1,1,1
"762",1,1,1,1
"765",0,0,1,1
"7086",1,1,1,1
"10402",1,1,1,1
"27010",0,0,1,0
"286016",0,1,1,0
"10610",1,1,0,0
"23632",1,1,1,0
"7167",1,1,1,1
"760",0,1,0,0
"256435",1,0,1,1
"2582",1,1,0,0
"30815",1,1,0,0
"81849",1,1,1,1
"767",0,0,0,1
"759",0,0,1,1
"91373",1,0,1,1
"377677",1,1,0,0
"31",0,1,0,1
"6675",1,0,1,0
"6556",0,1,1,0
"7390",1,0,1,1
"6563",0,1,1,1
"8170",0,0,1,1
"6568",1,1,1,1
"374569",1,1,1,1
"7779",0,0,1,1
"54020",0,1,1,0
"100507855",1,0,1,0
"285440",0,1,1,0
"55191",1,1,1,1
"132",1,1,1,1
"97",0,1,1,1
"98",0,1,0,1
"112611",0,1,1,0
"51005",0,1,0,1
"471",1,1,1,1
"435",0,0,0,1
"171425",0,1,1,1
"132789",1,0,0,1
"10007",1,1,1,1
"2585",1,0,1,0
"2584",1,0,1,1
"2592",1,1,1,1
"5471",1,0,1,0
"84264",1,0,0,1
"3034",0,0,1,1
"144193",1,0,1,1
"2739",1,1,1,1
"8776",1,0,0,1
"3612",1,1,0,1
"3613",0,1,0,1
"2978",1,1,1,1
"4953",1,0,1,1
"5213",0,0,1,1
"5214",1,1,1,1
"10050",1,1,1,1
"10786",1,1,1,0
"10246",1,1,1,1
"6569",1,1,1,1
"10568",1,1,1,1
"5198",0,0,1,0
"113675",1,1,1,1
"7298",1,1,0,1
"215",1,0,1,1
"5825",0,1,1,1
"641372",1,1,1,1
"9045",1,1,1,1
"4017",0,0,1,1
"84105",0,1,0,1
"25830",1,1,1,1
"84569",1,1,1,1
"4025",1,1,1,1
"54995",1,0,0,1
"93492",0,0,0,1
"1267",1,1,1,1
"10249",1,1,1,1
"1549",1,1,1,1
"1580",1,0,0,0
"1573",1,0,1,0
"29785",1,1,1,1
"199974",1,1,1,1
"57834",1,1,1,1
"1555",1,0,0,1
"260293",1,0,0,0
"1215",1,1,1,1
"57094",1,1,1,1
"1357",1,1,1,1
"1358",1,1,1,1
"93979",1,1,1,1
"23430",1,1,1,1
"7384",1,1,1,1
"7388",1,1,1,1
"7386",1,1,1,1
"29796",1,0,0,0
"7385",1,1,1,1
"1537",1,1,1,1
"9481",0,1,0,1
"9016",1,0,1,0
"7352",0,1,0,1
"7351",1,1,1,1
"4726",1,0,1,1
"4729",1,0,1,0
"4541",1,1,1,1
"4719",1,1,0,0
"4713",0,0,0,1
"4718",1,0,1,0
"7991",0,0,1,0
"126328",1,0,0,1
"4539",1,1,1,1
"4731",1,0,0,1
"4694",1,1,1,1
"4705",1,1,1,1
"4704",1,0,1,0
"4695",1,1,0,1
"4696",0,1,0,1
"4707",0,1,1,1
"4711",1,0,0,1
"4712",0,1,1,1
"4702",1,0,0,1
"4537",1,1,1,1
"4710",1,1,1,1
"4700",1,1,1,1
"4538",1,1,1,1
"4708",0,1,0,1
"4709",0,0,1,1
"4715",0,0,0,1
"4535",1,1,1,1
"131669",0,0,0,1
"79644",1,0,0,0
"5973",0,1,1,1
"4698",1,1,1,1
"55967",0,0,1,1
"1646",0,1,0,0
"4701",0,1,1,0
"4540",1,1,1,1
"1635",1,1,1,1
"158160",1,1,1,0
"286297",1,1,1,1
"10560",1,0,1,1
"4717",0,0,1,1
"374291",0,0,1,1
"8630",1,0,1,1
"4724",0,1,0,1
"4723",1,1,1,1
"191",1,1,0,1
"10768",0,0,1,1
"51170",1,1,1,1
"51144",1,0,0,1
"83401",1,1,1,1
"25874",1,1,1,1
"4720",1,1,1,1
"79993",0,0,1,0
"4697",1,1,1,1
"4728",0,1,0,1
"51660",1,1,1,1
"64834",1,1,1,1
"57198",1,1,1,1
"4725",1,1,1,1
"201562",0,0,1,0
"5205",0,1,0,0
"51495",1,0,1,1
"23250",0,1,1,0
"4706",0,0,0,1
"9200",0,1,1,0
"192286",1,1,1,1
"286410",1,1,0,0
"401494",1,1,0,1
"5243",1,0,1,1
"55856",1,0,0,1
"9524",1,1,1,1
"54539",0,0,1,1
"7350",0,1,1,0
"253017",1,1,1,1
"4716",1,1,1,1
"283985",1,1,1,1
"3995",1,1,1,0
"4536",1,1,1,1
"26027",1,0,1,0
"10058",1,0,1,0
"1155",1,1,1,1
"4714",0,1,1,0
"4722",1,1,1,1
"123096",1,0,0,0
"51079",1,1,0,0
"51458",1,1,1,1
"948",1,0,1,0
"114571",1,1,1,1
"1339",1,1,1,1
"57016",1,1,1,1
"10928",0,0,1,0
"79707",1,1,0,1
"1728",0,0,1,1
"1345",0,0,0,1
"79672",1,1,1,1
"1329",1,1,1,1
"2946",0,1,1,0
"9917",1,1,0,0
"55331",0,1,1,0
"341947",1,1,1,1
"125965",0,1,1,0
"55277",0,1,0,1
"125981",0,1,1,0
"340485",1,1,1,0
"64122",1,0,1,0
"1327",1,1,1,1
"92370",1,0,1,0
"4513",1,1,1,1
"2760",0,1,0,1
"1346",1,1,1,1
"93650",0,0,1,1
"5660",1,1,1,1
"390928",0,0,0,1
"57704",1,0,1,1
"4759",1,1,1,1
"1347",1,0,1,1
"139596",1,0,1,0
"1337",1,0,1,1
"55066",0,0,1,0
"4514",1,1,1,1
"10825",1,0,1,1
"283208",0,0,1,1
"7903",1,0,1,1
"1351",0,0,0,1
"84701",1,1,1,1
"5033",1,1,1,1
"1350",1,1,1,1
"8974",0,0,1,1
"4512",1,1,1,1
"8513",1,1,1,1
"58478",1,1,1,1
"55256",1,1,1,1
"5408",1,1,1,1
"170712",1,1,1,1
"259307",1,0,0,0
"9377",1,1,1,1
"51312",0,1,1,1
"9167",1,1,1,1
"1340",1,0,1,1
"57104",1,0,1,0
"81894",0,1,1,0
"13",1,1,1,1
"1349",0,0,0,1
"29085",0,0,1,1
"9388",1,1,1,1
"5407",1,1,1,1
"9107",1,1,1,1
"22908",1,1,1,1
"163404",1,1,1,1
"3991",1,1,0,0
"22876",1,0,1,1
"221955",1,0,1,0
"5406",1,1,1,1
"9896",1,0,1,1
"747",0,1,0,1
"51559",1,0,1,0
"119548",1,1,1,1
"646486",1,1,1,1
"9108",1,1,0,0
"84814",1,1,1,1
"23371",0,1,0,1
"2167",1,1,1,1
"2172",1,1,1,1
"8446",1,1,1,1
"2173",1,1,1,1
"51496",1,1,0,1
"374462",1,1,1,1
"2169",0,0,1,0
"403313",0,1,1,0
"23203",1,1,1,1
"2171",1,0,0,1
"145553",0,0,1,0
"646480",1,1,1,1
"2170",0,0,1,1
"64419",1,1,1,1
"54988",1,1,1,1
"55613",0,1,1,0
"341392",1,1,1,1
"138639",1,0,1,0
"9562",1,1,1,0
"123876",1,1,1,1
"3705",1,0,1,1
"6296",0,0,1,1
"138429",1,1,0,0
"348158",1,1,1,1
"344967",0,0,1,0
"10170",1,1,1,1
"9249",1,1,1,1
"220074",0,1,1,0
"51099",0,1,0,1
"154141",1,1,1,1
"1733",1,0,0,1
"253558",1,0,1,0
"64748",1,0,1,0
"23175",1,1,1,1
"1735",1,1,1,1
"1734",1,1,1,1
"27284",0,1,0,0
"6819",1,1,1,1
"84513",1,1,1,1
"79948",0,1,1,0
"84274",1,1,1,1
"9890",1,1,1,1
"84787",0,0,1,1
"79813",1,0,1,1
"64900",1,0,1,0
"9663",1,1,1,1
"9757",0,1,1,0
"196051",1,1,1,1
"9869",0,1,1,0
"85465",1,0,1,0
"23646",1,1,1,1
"122618",0,1,1,0
"29072",1,1,1,1
"201164",0,1,0,1
"590",1,1,1,1
"80854",1,1,1,0
"55750",0,1,0,1
"387893",0,1,0,0
"84444",0,0,1,0
"4297",0,1,1,0
"91012",1,1,1,1
"204219",0,1,0,1
"10715",1,1,1,1
"58508",1,1,1,1
"253782",0,1,0,1
"55870",1,1,1,1
"29956",1,1,1,1
"10919",1,0,1,0
"6839",1,0,0,0
"79603",0,0,1,0
"64324",1,1,1,0
"56624",1,1,0,0
"6419",1,1,0,1
"170384",0,0,1,1
"23067",0,1,1,1
"56886",1,0,0,1
"54904",1,1,1,1
"2526",1,0,0,1
"152586",1,1,1,1
"148789",0,0,1,1
"200810",1,0,1,0
"55624",0,1,0,1
"64754",0,1,0,0
"56983",1,1,1,1
"79723",0,0,1,1
"644378",1,1,1,1
"55904",1,1,1,1
"644974",0,0,0,1
"8702",1,1,0,0
"9739",0,0,1,1
"8473",1,1,1,1
"55830",1,1,1,1
"7468",1,0,1,0
"3703",1,1,1,1
"83852",1,1,1,1
"8085",0,1,1,0
"283358",0,0,1,0
"51111",1,0,1,1
"55757",1,1,1,1
"60559",1,1,1,1
"23478",1,1,1,1
"146664",1,1,1,1
"28972",1,1,1,1
"2529",1,0,1,1
"360203",1,1,1,1
"90701",1,1,1,1
"9789",1,1,1,1
"57171",1,0,0,0
"4249",0,0,1,1
"25834",1,1,1,1
"7837",0,1,0,0
"140687",0,1,1,1
"137902",1,1,1,0
"8708",0,1,1,1
"9677",1,1,1,0
"23262",0,1,0,1
"201595",1,1,1,1
"26007",0,1,0,1
"83468",0,1,0,0
"158584",1,1,1,1
"84752",0,1,1,0
"283209",0,1,1,1
"145173",1,0,0,1
"23491",0,0,0,1
"124872",1,0,0,0
"84750",1,1,1,0
"221223",1,1,1,1
"338707",1,0,0,0
"1066",1,1,1,1
"1208",1,1,1,1
"146802",1,1,1,1
"168391",1,1,1,1
"55244",0,1,0,0
"345274",1,1,1,1
"116085",1,1,1,1
"8707",1,1,0,0
"123688",0,0,1,1
"51228",1,1,1,1
"51171",0,1,0,1
"284004",1,0,1,1
"79411",0,0,1,1
"51741",1,0,1,0
"27090",1,1,0,0
"129807",1,0,0,0
"441282",1,1,1,1
"2524",1,0,1,1
"10202",1,1,1,1
"2527",1,1,1,1
"10553",1,1,1,1
"121214",1,1,1,1
"374875",1,0,1,1
"2528",1,1,1,1
"113612",1,0,1,1
"56898",1,1,0,0
"493869",1,1,1,1
"1487",1,0,1,0
"64174",1,1,1,1
"100288072",0,1,0,1
"64180",1,0,1,1
"93517",1,1,1,0
"10728",1,1,1,1
"84869",0,1,1,0
"340811",1,1,0,0
"91179",0,0,1,1
"133121",1,1,1,1
"11102",0,1,0,0
"85007",1,1,1,1
"250",1,1,1,1
"8644",0,1,0,1
"10826",0,1,1,0
"251",1,1,1,1
"266740",1,1,1,1
"200931",1,0,1,1
"3930",1,1,1,1
"123264",1,1,1,1
"10941",1,1,1,1
"79799",1,1,1,1
"4645",0,0,1,0
"5446",1,1,1,1
"4864",1,1,1,1
"506",1,1,1,1
"3069",1,1,1,1
"10632",1,1,1,1
"515",1,1,1,1
"10476",0,1,0,1
"513",1,0,1,1
"522",0,0,1,1
"539",1,1,0,0
"9551",0,1,0,1
"516",0,0,1,1
"509",1,1,1,1
"518",1,0,0,1
"27109",0,1,0,1
"514",0,0,1,1
"4905",1,1,1,1
"517",1,1,1,1
"521",0,1,1,0
"498",1,1,1,1
"267020",1,0,0,0
"27089",1,1,0,1
"10975",1,1,0,1
"7381",0,0,0,1
"4519",1,1,1,1
