"","ImmProt_T4.CM_01","ImmProt_T4.CM_02","ImmProt_T4.CM_03","ImmProt_T4.CM_04","ImmProt_T4.CM_01_activated","ImmProt_T4.CM_02_activated","ImmProt_T4.CM_03_activated","ImmProt_T4.CM_04_activated","ImmProt_T4.EM_01","ImmProt_T4.EM_02","ImmProt_T4.EM_03","ImmProt_T4.EM_04","ImmProt_T4.EM_01_activated","ImmProt_T4.EM_02_activated","ImmProt_T4.EM_03_activated","ImmProt_T4.EM_04_activated"
"501",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"2224",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60386",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
"162466",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"84920",0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
"5130",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"9468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"219",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"79087",1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"239",0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
"6555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"7299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55349",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8574",1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"23600",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1
"5224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115286",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1
"271",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4597",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"51071",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"10948",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"19",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"272",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1806",1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7083",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1118",0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"7084",0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
"54682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"279",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"277",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10682",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"9058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
"11136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
"280",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6576",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11001",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"548596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1152",0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"1158",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"5172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9057",1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
"384",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
"28231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10257",0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
"10559",0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"445",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55907",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8034",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10166",0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1
"8824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"2110",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"51805",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"55500",0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"427",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"55224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51004",0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"10229",1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
"9962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
"9245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2650",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"51301",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2182",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"9963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"192134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80150",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"51703",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
"81616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23305",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"440",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
"116285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6583",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"790",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5169",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"54898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54677",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
"60481",0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
"6507",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"79071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6506",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"376497",1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0
"10999",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11000",0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
"230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"226",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
"527",0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
"8140",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"229",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23545",0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1
"5207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5208",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8789",0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"5209",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"124935",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"2203",1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
"2235",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23657",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57379",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2629",0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1
"10840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79901",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"978",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"7371",0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"83549",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"7915",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"125061",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"4329",1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1719",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"129607",1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1
"2356",0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"2731",0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
"29988",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"275",1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
"2653",0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
"1609",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0
"155184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6518",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8525",1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
"66035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8836",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"4522",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"25902",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"1608",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"79017",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"2519",0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1
"2997",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"160851",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"9162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"8527",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
"8908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2992",0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"2523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8526",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"2998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6470",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9334",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"8704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
"8703",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"2632",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2683",0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0
"2820",0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
"5832",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2990",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"9563",0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0
"8372",0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
"3290",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2539",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"3291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26035",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2542",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"2593",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
"54480",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"2132",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7923",1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
"3294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"51478",1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"9514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720",0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0
"3284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4758",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"80270",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
"57026",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"5476",0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1
"135152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588",0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0
"26229",0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"2581",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
"4669",0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0
"3421",0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"2583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55454",0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3340",1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
"8509",1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
"9348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55790",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
"64579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79586",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"3417",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22856",0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
"337876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"2134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55568",0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"56606",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2590",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"154091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"2591",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"144195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11182",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"114805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8693",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"63917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2589",0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
"178",0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
"51809",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
"55586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114134",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"117248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6526",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"11226",0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"79695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3422",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"91734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126792",0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"5837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5836",0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
"5834",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8801",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11285",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0
"8802",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2729",0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
"8972",0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
"2618",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"2730",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8803",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10723",0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
"9990",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6560",0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1
"2747",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
