"","GSM662182","GSM662183","GSM662190","GSM662212","GSM662213","GSM662214","GSM662215","GSM662216","GSM662217","GSM662218","GSM2086285","GSM2086286","GSM2086287","GSM2086288","GSM2086289","GSM2086290"
"60386",0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162466",0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
"84920",0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"5130",0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
"9468",1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
"6579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1
"219",1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
"79087",1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
"239",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"6555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6554",1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
"26002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621",1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
"8647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7299",0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"55349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6530",1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1
"246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6531",1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"6581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
"231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8574",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23600",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0
"1119",0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
"1120",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5224",0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"60482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6582",0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
"115286",1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6584",0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0
"669",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"271",0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
"6820",1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
"4597",0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0
"51071",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10948",1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0
"19",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"272",0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
"1806",1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7083",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118",1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
"7084",0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
"54682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27159",0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"279",0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"277",0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9058",1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
"276",0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"278",0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11136",0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
"6519",1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
"1962",0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"280",0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
"6576",1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1160",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"11001",0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1
"1159",0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1
"548596",0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1
"1152",1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
"1158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5172",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"65010",1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1
"10998",1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1
"113451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9057",0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0
"384",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28231",1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
"54675",1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
"10257",1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0
"10559",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"445",1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
"28232",1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"55907",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8034",0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83884",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10166",1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1
"8824",0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"410",1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"2110",0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
"51805",0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"55500",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"427",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55224",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
"51004",0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"10229",0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
"9962",1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
"2181",1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"9245",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"2650",0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0
"51301",1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
"2182",0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"9963",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2180",1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0
"192134",1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
"386757",1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1
"80150",0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81616",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
"23305",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1
"440",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6535",1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
"1384",0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
"116285",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"6583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790",1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1
"5169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6785",0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1
"6505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54677",0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6507",1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0
"79071",0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6512",0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0
"2194",0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
"6506",1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0
"376497",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10999",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"525",0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
"11000",0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1
"230",0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8140",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23545",0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0
"5207",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"526",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23428",0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1
"5208",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245973",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5210",1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"8789",1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0
"5209",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124935",0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
"2203",0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0
"2235",0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0
"23657",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"57379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2629",0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
"10840",0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"26301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79901",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"978",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"7371",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"83549",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"7915",0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
"125061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4329",0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1719",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"129607",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"2356",0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1
"2731",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"29988",0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"275",0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1
"2653",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1609",1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"155184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651",0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6518",1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
"8525",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1
"66035",0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
"55343",0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0
"7264",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"160428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8836",0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
"4522",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25902",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"1608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79017",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2519",0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
"2997",1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
"160851",0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0
"9162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2184",0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
"8527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8908",0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
"2271",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2523",0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1
"8526",1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525",1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"2687",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
"6470",0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0
"1606",1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9334",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8704",1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
"2717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8703",0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1
"2632",0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"2683",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2820",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"5832",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
"8372",0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"3290",1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
"2539",0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
"3291",1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
"3292",1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"26035",0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"2542",1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
"2593",1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
"54480",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2132",0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0
"7923",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"3294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2131",1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1
"51478",1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1
"9514",1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27087",0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
"4758",0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
"80270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57026",0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
"5476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135152",1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
"2588",0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
"26229",0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
"2581",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4669",0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
"3421",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"2583",1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3340",0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1
"8509",0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55790",1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"64579",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3419",0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0
"79586",1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
"3417",1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1
"2137",0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22856",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"337876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7173",0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0
"2135",0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0
"2134",1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"55568",0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1
"56606",1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2590",0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
"154091",1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"3425",1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
"2591",0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
"144195",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11182",0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6523",1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
"587",0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1
"8693",0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"63917",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50614",1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1
"8501",1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
"2589",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"178",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51809",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114134",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"117248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6526",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"11226",0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
"79695",0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"79623",1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
"26290",1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
"81031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126792",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"5837",0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0
"5836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5834",0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
"160728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11285",1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1
"8802",1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1
"2729",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"8972",1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
"2618",1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
"2730",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8803",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10723",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"9990",1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
