"","GSM565276","GSM565277","GSM565278","GSM565279","GSM565280","GSM814482","GSM814483","GSM814484","GSM814485","GSM1070753","GSM1070754","GSM1070757","GSM1070758","GSM1070761","GSM1070762","GSM1215107","GSM1215109","GSM1215111","GSM1215113","GSM2080663","GSM2080664"
"6517",0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1
"81539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"340024",1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
"6513",0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1
"55089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"2538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57818",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"92579",0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1
"1373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873",0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
"11254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84706",0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1
"1717",0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1
"2875",0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
"8560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10423",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123099",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1
"92745",1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"10991",1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
"1040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11309",0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1
"8760",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"284273",1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
"6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
"10327",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10390",0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"56994",0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
"1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64781",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8854",1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
"1808",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"10087",1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0
"23539",0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
"6565",0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0
"9023",0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
"224",1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0
"501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1103",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
"29958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60386",1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
"223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162466",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
"84920",0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0
"5130",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
"9468",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"6579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1
"219",0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1
"79087",0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1
"239",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
"6555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6554",0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0
"26002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621",1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1
"8647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
"7299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6530",0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1
"246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6531",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
"6581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8574",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"23600",1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
"1119",1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0
"1120",1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
"5224",0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0
"60482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"115286",1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6584",1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1
"669",1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
"271",1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
"6820",0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1
"4597",0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
"51071",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
"10948",0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1
"19",1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
"272",0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0
"1806",1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0
"270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7083",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"290",1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0
"1118",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7084",1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
"54682",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"27159",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"279",1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
"277",1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9058",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"276",1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
"278",1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11136",1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1
"6519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0
"6576",0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1160",0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
"11001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1159",1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"548596",1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"1152",0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1
"1158",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"5172",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"65010",1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
"10998",0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1
"113451",1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9057",1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
"384",0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"28231",1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"54675",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0
"10257",1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
"10559",1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"445",1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"28232",1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1
"55907",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8034",1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10166",1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
"8824",1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
"410",0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
"2110",0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
"51805",0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
"55500",1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
"427",1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1
"55224",0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
"51004",1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
"10229",0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1
"9962",0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
"2181",0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1
"9245",0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
"2650",1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
"51301",0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
"2182",0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
"9963",1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0
"2180",1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
"192134",0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0
"386757",1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
"80150",1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1
"51703",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"81616",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
"23305",1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
"440",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"6535",1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
"1384",1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
"116285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"5167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790",1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0
"5169",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6785",0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1
"6505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54677",1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6507",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"79071",1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
"1579",1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1
"6512",0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
"2194",1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
"6506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376497",1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"10999",1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
"525",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11000",0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
"230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8140",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23545",1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
"5207",1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
"526",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23428",1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1
"5208",1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1
"1036",0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1
"245973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5210",0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0
"8789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5209",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"124935",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
"2203",1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1
"2235",0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1
"23657",0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1
"57379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2629",0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
"10840",0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0
"26301",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
"79901",0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"978",1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"7371",1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1
"83549",1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0
"7915",1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1
"125061",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0
"4329",0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1719",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"129607",1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0
"2356",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
"2731",1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1
"29988",1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1
"275",1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0
"2653",0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0
"1609",1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0
"155184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2651",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6518",0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"8525",0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"66035",0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
"55343",0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1
"7264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160428",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8836",0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1
"4522",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25902",1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
"1608",0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
"79017",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2519",0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
"2997",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"160851",0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"9162",1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
"2184",0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
"8527",1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
"8908",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2271",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"2992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2523",0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"8526",0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"2687",1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
"6470",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9334",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"8704",1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
"2717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8703",1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
"2632",0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1
"2683",0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
"2820",0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
"5832",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0
"8372",1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
