"entrez","ensembl","symbol"
"84569","ENSG00000120563","LYZL1"
"4025","ENSG00000167419","LPO"
"54995","ENSG00000151093","OXSM"
"93492","ENSG00000132958","TPTE2"
"1267","ENSG00000173786","CNP"
"10249","ENSG00000149124","GLYAT"
"1573","ENSG00000134716","CYP2J2"
"1580","ENSG00000142973","CYP4B1"
"199974","ENSG00000186160","CYP4Z1"
"260293","ENSG00000186377","CYP4X1"
"1555","ENSG00000197408","CYP2B6"
"1549","ENSG00000198077","CYP2A7"
"57834","ENSG00000171903","CYP4F11"
"29785","ENSG00000167600","CYP2S1"
"1215","ENSG00000092009","CMA1"
"1357","ENSG00000091704","CPA1"
"93979","ENSG00000158525","CPA5"
"57094","ENSG00000165078","CPA6"
"1358","ENSG00000158516","CPA2"
"7177","ENSG00000172236","TPSAB1"
"64499","ENSG00000197253","TPSB2"
"23430","ENSG00000095917","TPSD1"
"1636","ENSG00000159640","ACE"
"9365","ENSG00000133116","KL"
"9331","ENSG00000118276","B4GALT6"
"7368","ENSG00000174607","UGT8"
"5315","ENSG00000067225","PKM"
"1666","ENSG00000104325","DECR1"
"874","ENSG00000159231","CBR3"
"10901","ENSG00000157326","DHRS4"
"126410","ENSG00000171954","CYP4F22"
"2053","ENSG00000120915","EPHX2"
"8897","ENSG00000100330","MTMR3"
"8898","ENSG00000087053","MTMR2"
"9152","ENSG00000165970","SLC6A5"
"9497","ENSG00000033867","SLC4A7"
"115584","ENSG00000158865","SLC5A11"
"6575","ENSG00000168575","SLC20A2"
"6574","ENSG00000144136","SLC20A1"
"142680","ENSG00000198569","SLC34A3"
"6534","ENSG00000011083","SLC6A7"
"3293","ENSG00000130948","HSD17B3"
"1622","ENSG00000155368","DBI"
"225","ENSG00000173208","ABCD2"
"28965","ENSG00000113396","SLC27A6"
"23205","ENSG00000103740","ACSBG1"
"26061","ENSG00000131373","HACL1"
"54716","ENSG00000163817","SLC6A20"
"6564","ENSG00000088386","SLC15A1"
"113235","ENSG00000076351","SLC46A1"
"1200","ENSG00000166340","TPP1"
"2168","ENSG00000163586","FABP1"
"51056","ENSG00000002549","LAP3"
"9390","ENSG00000172940","SLC22A13"
"5184","ENSG00000124299","PEPD"
"4891","ENSG00000110911","SLC11A2"
"30061","ENSG00000138449","SLC40A1"
"248","ENSG00000163295","ALPI"
"4524","ENSG00000177000","MTHFR"
"25796","ENSG00000130313","PGLS"
"28982","ENSG00000162769","FLVCR1"
"6120","ENSG00000197713","RPE"
"10864","ENSG00000137204","SLC22A7"
"9376","ENSG00000149452","SLC22A8"
"9356","ENSG00000197901","SLC22A6"
"348932","ENSG00000164363","SLC6A18"
"120103","ENSG00000180773","SLC36A4"
"1080","ENSG00000001626","CFTR"
"85320","ENSG00000121270","ABCC11"
"222962","ENSG00000164638","SLC29A4"
"10351","ENSG00000141338","ABCA8"
"9429","ENSG00000118777","ABCG2"
"55867","ENSG00000168065","SLC22A11"
"364","ENSG00000165269","AQP7"
"89872","ENSG00000143595","AQP10"
"360","ENSG00000165272","AQP3"
"21","ENSG00000167972","ABCA3"
"24","ENSG00000198691","ABCA4"
"125206","ENSG00000154025","SLC5A10"
"200010","ENSG00000117834","SLC5A9"
"6524","ENSG00000140675","SLC5A2"
"159963","ENSG00000148942","SLC5A12"
"55065","ENSG00000132517","SLC52A1"
"79581","ENSG00000185803","SLC52A2"
"3767","ENSG00000187486","KCNJ11"
"6833","ENSG00000006071","ABCC8"
"10060","ENSG00000069431","ABCC9"
"3764","ENSG00000121361","KCNJ8"
"5947","ENSG00000114115","RBP1"
"64220","ENSG00000137868","STRA6"
"5950","ENSG00000138207","RBP4"
"5948","ENSG00000114113","RBP2"
"949","ENSG00000073060","SCARB1"
"29881","ENSG00000015520","NPC1L1"
"2350","ENSG00000165457","FOLR2"
"3248","ENSG00000164120","HPGD"
"166929","ENSG00000164023","SGMS2"
"56261","ENSG00000125772","GPCPD1"
"3658","ENSG00000136381","IREB2"
"203","ENSG00000106992","AK1"
"122481","ENSG00000140057","AK7"
"159","ENSG00000035687","ADSS"
"122622","ENSG00000185100","ADSSL1"
"11212","ENSG00000147471","PROSC"
"383","ENSG00000118520","ARG1"
"1371","ENSG00000080819","CPOX"
"1503","ENSG00000171793","CTPS1"
"56474","ENSG00000047230","CTPS2"
"2987","ENSG00000143774","GUK1"
"5860","ENSG00000151552","QDPR"
"9453","ENSG00000152904","GGPS1"
"2027","ENSG00000108515","ENO3"
"2026","ENSG00000111674","ENO2"
"2023","ENSG00000074800","ENO1"
"9843","ENSG00000089472","HEPH"
"80308","ENSG00000160688","FLAD1"
"7360","ENSG00000169764","UGP2"
"26330","ENSG00000105679","GAPDHS"
"2597","ENSG00000111640","GAPDH"
"9945","ENSG00000131459","GFPT2"
"2673","ENSG00000198380","GFPT1"
"2752","ENSG00000135821","GLUL"
"51557","ENSG00000146166","LGSN"
"1800","ENSG00000015413","DPEP1"
"2762","ENSG00000112699","GMDS"
"2643","ENSG00000131979","GCH1"
"761","ENSG00000164879","CA3"
"359","ENSG00000167580","AQP2"
"4284","ENSG00000135517","MIP"
"361","ENSG00000171885","AQP4"
"358","ENSG00000240583","AQP1"
"362","ENSG00000161798","AQP5"
"3145","ENSG00000256269","HMBS"
"586","ENSG00000060982","BCAT1"
"3614","ENSG00000106348","IMPDH1"
"3615","ENSG00000178035","IMPDH2"
"682","ENSG00000172270","BSG"
"4351","ENSG00000178802","MPI"
"441024","ENSG00000163738","MTHFD2L"
"100287639","ENSG00000244681","MTHFD2P1"
"65220","ENSG00000008130","NADK"
"389015","ENSG00000180251","SLC9A4"
"6553","ENSG00000135740","SLC9A5"
"2821","ENSG00000105220","GPI"
"5230","ENSG00000102144","PGK1"
"5232","ENSG00000170950","PGK2"
"375056","ENSG00000154305","MIA3"
"5236","ENSG00000079739","PGM1"
"55276","ENSG00000169299","PGM2"
"5373","ENSG00000140650","PMM2"
"5372","ENSG00000100417","PMM1"
"210","ENSG00000148218","ALAD"
"60490","ENSG00000138621","PPCDC"
"79717","ENSG00000127125","PPCS"
"58510","ENSG00000250799","PRODH2"
"153201","ENSG00000186335","SLC36A2"
"5634","ENSG00000101911","PRPS2"
"5631","ENSG00000147224","PRPS1"
"221823","ENSG00000229937","PRPS1L1"
"29968","ENSG00000135069","PSAT1"
"5723","ENSG00000146733","PSPH"
"55312","ENSG00000135002","RFK"
"6888","ENSG00000177156","TALDO1"
"79896","ENSG00000185875","THNSL1"
"84076","ENSG00000151005","TKTL2"
"7086","ENSG00000163931","TKT"
"8277","ENSG00000007350","TKTL1"
"27010","ENSG00000196511","TPK1"
"7167","ENSG00000111669","TPI1"
"286016","ENSG00000230359","TPI1P2"
"2582","ENSG00000117308","GALE"
"6675","ENSG00000117143","UAP1"
"91373","ENSG00000197355","UAP1L1"
"7390","ENSG00000188690","UROS"
"8170","ENSG00000132874","SLC14A2"
"6563","ENSG00000141469","SLC14A1"
"374569","ENSG00000166183","ASPG"
"100507855","ENSG00000162433","AK4"
"55191","ENSG00000172890","NADSYN1"
"132","ENSG00000156110","ADK"
"97","ENSG00000119640","ACYP1"
"98","ENSG00000170634","ACYP2"
"112611","ENSG00000013392","RWDD2A"
"51005","ENSG00000162066","AMDHD2"
"471","ENSG00000138363","ATIC"
"435","ENSG00000126522","ASL"
"171425","ENSG00000125246","CLYBL"
"10007","ENSG00000113552","GNPDA1"
"132789","ENSG00000163281","GNPDA2"
"2584","ENSG00000108479","GALK1"
"2585","ENSG00000156958","GALK2"
"2592","ENSG00000213930","GALT"
"5471","ENSG00000128059","PPAT"
"84264","ENSG00000103253","HAGHL"
"3034","ENSG00000084110","HAL"
"144193","ENSG00000139344","AMDHD1"
"2739","ENSG00000124767","GLO1"
"3613","ENSG00000141401","IMPA2"
"3612","ENSG00000133731","IMPA1"
"8776","ENSG00000063601","MTMR1"
"2978","ENSG00000048545","GUCA1A"
"4953","ENSG00000115758","ODC1"
"5214","ENSG00000067057","PFKP"
"5213","ENSG00000152556","PFKM"
"6569","ENSG00000131183","SLC34A1"
"10050","ENSG00000146039","SLC17A4"
"10568","ENSG00000157765","SLC34A2"
"10786","ENSG00000124564","SLC17A3"
"10246","ENSG00000112337","SLC17A2"
"5198","ENSG00000178921","PFAS"
"113675","ENSG00000139410","SDSL"
"7298","ENSG00000176890","TYMS"
"131669","ENSG00000159650","UROC1"
"5973","ENSG00000102032","RENBP"
"1635","ENSG00000129187","DCTD"
"286297","ENSG00000184906","LOC286297"
"10560","ENSG00000117479","SLC19A2"
"191","ENSG00000101444","AHCY"
"10768","ENSG00000168710","AHCYL1"
"25874","ENSG00000143158","MPC2"
"51660","ENSG00000060762","MPC1"
"57198","ENSG00000143515","ATP8B2"
"5205","ENSG00000081923","ATP8B1"
"23250","ENSG00000068650","ATP11A"
"286410","ENSG00000101974","ATP11C"
"5243","ENSG00000085563","ABCB1"
"55856","ENSG00000112304","ACOT13"
"7350","ENSG00000109424","UCP1"
"26027","ENSG00000162390","ACOT11"
"10058","ENSG00000115657","ABCB6"
"51458","ENSG00000140519","RHCG"
"948","ENSG00000135218","CD36"
"10928","ENSG00000017797","RALBP1"
"1728","ENSG00000181019","NQO1"
"2946","ENSG00000213366","GSTM2"
"125981","ENSG00000167769","ACER1"
"55331","ENSG00000078124","ACER3"
"340485","ENSG00000177076","ACER2"
"2760","ENSG00000196743","GM2A"
"5660","ENSG00000197746","PSAP"
"57704","ENSG00000070610","GBA2"
"4759","ENSG00000115488","NEU2"
"10825","ENSG00000162139","NEU3"
"7903","ENSG00000113532","ST8SIA4"
"5407","ENSG00000187021","PNLIPRP1"
"119548","ENSG00000203837","PNLIPRP3"
"5408","ENSG00000266200","PNLIPRP2"
"221955","ENSG00000164535","DAGLB"
"9388","ENSG00000101670","LIPG"
"13","ENSG00000114771","AADAC"
"57104","ENSG00000177666","PNPLA2"
"3991","ENSG00000079435","LIPE"
"747","ENSG00000134780","DAGLA"
"8513","ENSG00000182333","LIPF"
"5406","ENSG00000175535","PNLIP"
"2170","ENSG00000121769","FABP3"
"2171","ENSG00000164687","FABP5"
"2167","ENSG00000170323","FABP4"
"2172","ENSG00000170231","FABP6"
"646480","ENSG00000205186","FABP9"
"2173","ENSG00000164434","FABP7"
"646486","ENSG00000197416","FABP12"
"2169","ENSG00000145384","FABP2"
"6296","ENSG00000005187","ACSM3"
"341392","ENSG00000215009","ACSM4"
"54988","ENSG00000183549","ACSM5"
"123876","ENSG00000183747","ACSM2A"
"348158","ENSG00000066813","ACSM2B"
"344967","ENSG00000205794","LOC344967"
"154141","ENSG00000172197","MBOAT1"
"51099","ENSG00000011198","ABHD5"
"253558","ENSG00000172954","LCLAT1"
"84513","ENSG00000147535","PLPP5"
"64748","ENSG00000105520","PLPPR2"
"9890","ENSG00000117600","PLPPR4"
"9663","ENSG00000101577","LPIN2"
"196051","ENSG00000203805","PLPP4"
"79948","ENSG00000129951","PLPPR3"
"23175","ENSG00000134324","LPIN1"
"64900","ENSG00000132793","LPIN3"
"85465","ENSG00000138018","EPT1"
"122618","ENSG00000166428","PLD4"
"201164","ENSG00000179598","PLD6"
"23646","ENSG00000105223","PLD3"
"590","ENSG00000114200","BCHE"
"91012","ENSG00000139624","CERS5"
"204219","ENSG00000154227","CERS3"
"10715","ENSG00000223802","CERS1"
"253782","ENSG00000172292","CERS6"
"29956","ENSG00000143418","CERS2"
"79603","ENSG00000090661","CERS4"
"56624","ENSG00000188611","ASAH2"
"55757","ENSG00000102595","UGGT2"
"145173","ENSG00000187676","B3GLCT"
"644974","ENSG00000251287","ALG1L2"
"56886","ENSG00000136731","UGGT1"
"152586","ENSG00000205301","MGAT4D"
"55830","ENSG00000016864","GLT8D1"
"170384","ENSG00000196968","FUT11"
"283358","ENSG00000139044","B4GALNT3"
"148789","ENSG00000162885","B3GALNT2"
"2526","ENSG00000196371","FUT4"
"84750","ENSG00000172728","FUT10"
"644378","ENSG00000205318","GCNT6"
"55624","ENSG00000085998","POMGNT1"
"83468","ENSG00000120820","GLT8D2"
"168391","ENSG00000106648","GALNTL5"
"338707","ENSG00000182272","B4GALNT4"
"146664","ENSG00000167889","MGAT5B"
"360203","ENSG00000204007","GLT6D1"
"56983","ENSG00000163389","POGLUT1"
"3703","ENSG00000134910","STT3A"
"124872","ENSG00000167080","B4GALNT2"
"8473","ENSG00000147162","OGT"
"8708","ENSG00000172318","B3GALT1"
"2529","ENSG00000180549","FUT7"
"8702","ENSG00000121578","B4GALT4"
"8707","ENSG00000162630","B3GALT2"
"200810","ENSG00000189366","ALG1L"
"84752","ENSG00000237172","B3GNT9"
"201595","ENSG00000163527","STT3B"
"140687","ENSG00000124091","GCNT7"
"51228","ENSG00000139433","GLTP"
"284004","ENSG00000169660","HEXDC"
"79411","ENSG00000163521","GLB1L"
"27090","ENSG00000136840","ST6GALNAC4"
"129807","ENSG00000204099","NEU4"
"2524","ENSG00000176920","FUT2"
"2528","ENSG00000156413","FUT6"
"2527","ENSG00000130383","FUT5"
"113612","ENSG00000155016","CYP2U1"
"493869","ENSG00000164294","GPX8"
"64180","ENSG00000141096","DPEP3"
"64174","ENSG00000167261","DPEP2"
"10728","ENSG00000110958","PTGES3"
"11102","ENSG00000163684","RPP14"
"91179","ENSG00000244486","SCARF2"
"10826","ENSG00000170271","FAXDC2"
"266740","ENSG00000183305","MAGEA2B"
"3930","ENSG00000143815","LBR"
"4645","ENSG00000167306","MYO5B"
"3069","ENSG00000115677","HDLBP"
"4864","ENSG00000141458","NPC1"
"285440","ENSG00000145476","CYP4V2"
"79644","ENSG00000128039","SRD5A3"
"1646","ENSG00000151632","AKR1C2"
"51170","ENSG00000198189","HSD17B11"
"51144","ENSG00000149084","HSD17B12"
"8630","ENSG00000025423","HSD17B6"
"158160","ENSG00000099251","HSD17B7P2"
"83401","ENSG00000119915","ELOVL3"
"64834","ENSG00000066322","ELOVL1"
"79993","ENSG00000164181","ELOVL7"
"401494","ENSG00000188921","HACD4"
"192286","ENSG00000146066","HIGD2A"
"201562","ENSG00000206527","HACD2"
"9200","ENSG00000165996","HACD1"
"51495","ENSG00000074696","HACD3"
"253017","ENSG00000205678","TECRL"
"9524","ENSG00000099797","TECR"
"283985","ENSG00000172782","FADS6"
"3995","ENSG00000221968","FADS3"
"1155","ENSG00000105254","TBCB"
"114571","ENSG00000149742","SLC22A9"
"123096","ENSG00000197119","SLC25A29"
"57016","ENSG00000198074","AKR1B10"
"55277","ENSG00000172456","FGGY"
"79707","ENSG00000162408","NOL9"
"64122","ENSG00000167363","FN3K"
"9917","ENSG00000116199","FAM20B"
"79672","ENSG00000141560","FN3KRP"
"92370","ENSG00000155893","PXYLP1"
"390928","ENSG00000183760","ACP7"
"93650","ENSG00000142513","ACPT"
"139596","ENSG00000094841","UPRT"
"55066","ENSG00000090857","PDPR"
"283208","ENSG00000149380","P4HA3"
"5033","ENSG00000122884","P4HA1"
"8974","ENSG00000072682","P4HA2"
"58478","ENSG00000145293","ENOPH1"
"55256","ENSG00000182551","ADI1"
"259307","ENSG00000104951","IL4I1"
"81894","ENSG00000155287","SLC25A28"
"51312","ENSG00000147454","SLC25A37"
"138639","ENSG00000158079","PTPDC1"
"23203","ENSG00000165688","PMPCA"
"9896","ENSG00000112367","FIG4"
"374462","ENSG00000139304","PTPRQ"
"163404","ENSG00000117598","PLPPR5"
"22908","ENSG00000211456","SACM1L"
"22876","ENSG00000198825","INPP5F"
"84814","ENSG00000160539","PLPP7"
"51559","ENSG00000111696","NT5DC3"
"29085","ENSG00000054148","PHPT1"
"64419","ENSG00000163719","MTMR14"
"145553","ENSG00000213920","MDP1"
"51496","ENSG00000137770","CTDSPL2"
"8446","ENSG00000144048","DUSP11"
"9107","ENSG00000139505","MTMR6"
"23371","ENSG00000111077","TNS2"
"9108","ENSG00000003987","MTMR7"
"55613","ENSG00000102043","MTMR8"
"403313","ENSG00000205808","PLPP6"
"9562","ENSG00000107789","MINPP1"
"3705","ENSG00000100605","ITPK1"
"138429","ENSG00000167103","PIP5KL1"
"10170","ENSG00000073737","DHRS9"
"9249","ENSG00000162496","DHRS3"
"220074","ENSG00000184154","LRTOMT"
"1733","ENSG00000211452","DIO1"
"1735","ENSG00000197406","DIO3"
"1734","ENSG00000211448","DIO2"
"6819","ENSG00000198203","SULT1C2"
"27284","ENSG00000173597","SULT1B1"
"84274","ENSG00000110871","COQ5"
"4297","ENSG00000118058","KMT2A"
"55904","ENSG00000005483","KMT2E"
"55870","ENSG00000116539","ASH1L"
"79723","ENSG00000152455","SUV39H2"
"79813","ENSG00000181090","EHMT1"
"387893","ENSG00000183955","KMT5A"
"8085","ENSG00000167548","KMT2D"
"58508","ENSG00000055609","KMT2C"
"9869","ENSG00000143379","SETDB1"
"9757","ENSG00000272333","KMT2B"
"80854","ENSG00000145391","SETD7"
"9739","ENSG00000099381","SETD1A"
"64754","ENSG00000185420","SMYD3"
"84444","ENSG00000104885","DOT1L"
"10919","ENSG00000204371","EHMT2"
"64324","ENSG00000165671","NSD1"
"23067","ENSG00000139718","SETD1B"
"6839","ENSG00000101945","SUV39H1"
"83852","ENSG00000136169","SETDB2"
"54904","ENSG00000147548","WHSC1L1"
"84787","ENSG00000133247","KMT5C"
"29072","ENSG00000181555","SETD2"
"7468","ENSG00000109685","WHSC1"
"51111","ENSG00000110066","KMT5B"
"6419","ENSG00000170364","SETMAR"
"90701","ENSG00000166562","SEC11C"
"9789","ENSG00000118363","SPCS2"
"23478","ENSG00000140612","SEC11A"
"28972","ENSG00000114902","SPCS1"
"60559","ENSG00000129128","SPCS3"
"57171","ENSG00000167130","DOLPP1"
"4249","ENSG00000152127","MGAT5"
"25834","ENSG00000182050","MGAT4C"
"137902","ENSG00000147485","PXDNL"
"7837","ENSG00000130508","PXDN"
"9677","ENSG00000168781","PPIP5K1"
"23262","ENSG00000145725","PPIP5K2"
"26007","ENSG00000149476","TKFC"
"158584","ENSG00000165591","FAAH2"
"283209","ENSG00000165434","PGM2L1"
"23491","ENSG00000172828","CES3"
"221223","ENSG00000159398","CES5A"
"1208","ENSG00000137392","CLPS"
"55244","ENSG00000142494","SLC47A1"
"146802","ENSG00000180638","SLC47A2"
"345274","ENSG00000145283","SLC10A6"
"116085","ENSG00000197891","SLC22A12"
"123688","ENSG00000188266","HYKK"
"56898","ENSG00000164039","BDH2"
"51171","ENSG00000087076","HSD17B14"
"84869","ENSG00000145439","CBR4"
"51741","ENSG00000186153","WWOX"
"10202","ENSG00000100867","DHRS2"
"1487","ENSG00000159692","CTBP1"
"93517","ENSG00000184860","SDR42E1"
"121214","ENSG00000170426","SDR9C7"
"10553","ENSG00000109854","HTATIP2"
"100288072","ENSG00000183921","SDR42E2"
"374875","ENSG00000167733","HSD11B1L"
"441282","ENSG00000227471","AKR1B15"
"340811","ENSG00000264006","AKR1C8P"
"133121","ENSG00000164303","ENPP6"
"85007","ENSG00000175309","PHYKPL"
"250","ENSG00000163283","ALPP"
"251","ENSG00000163286","ALPPL2"
"123264","ENSG00000186198","SLC51B"
"200931","ENSG00000163959","SLC51A"
"10941","ENSG00000173610","UGT2A1"
"79799","ENSG00000135220","UGT2A3"
"10476","ENSG00000167863","ATP5H"
"518","ENSG00000154518","ATP5G3"
"498","ENSG00000152234","ATP5A1"
"516","ENSG00000159199","ATP5G1"
"522","ENSG00000154723","ATP5J"
"515","ENSG00000116459","ATP5F1"
"9551","ENSG00000241468","ATP5J2"
"27109","ENSG00000125375","ATP5S"
"267020","ENSG00000249222","ATP5L2"
"509","ENSG00000165629","ATP5C1"
"513","ENSG00000099624","ATP5D"
"514","ENSG00000124172","ATP5E"
"517","ENSG00000135390","ATP5G2"
"521","ENSG00000169020","ATP5I"
"10632","ENSG00000167283","ATP5L"
"506","ENSG00000110955","ATP5B"
"539","ENSG00000241837","ATP5O"
"29796","ENSG00000184076","UQCR10"
"4519","ENSG00000198727","MT-CYB"
"1537","ENSG00000179091","CYC1"
"7381","ENSG00000156467","UQCRB"
"10975","ENSG00000127540","UQCR11"
"27089","ENSG00000164405","UQCRQ"
"7384","ENSG00000010256","UQCRC1"
"7386","ENSG00000169021","UQCRFS1"
"7388","ENSG00000173660","UQCRH"
"7385","ENSG00000140740","UQCRC2"
"9481","ENSG00000153291","SLC25A27"
"9016","ENSG00000102078","SLC25A14"
"7351","ENSG00000175567","UCP2"
"7352","ENSG00000175564","UCP3"
"4535","ENSG00000198888","MT-ND1"
"4540","ENSG00000198786","MT-ND5"
"4541","ENSG00000198695","MT-ND6"
"4729","ENSG00000178127","NDUFV2"
"126328","ENSG00000174886","NDUFA11"
"4717","ENSG00000109390","NDUFC1"
"4719","ENSG00000023228","NDUFS1"
"7991","ENSG00000104723","TUSC3"
"4539","ENSG00000212907","MT-ND4L"
"4707","ENSG00000183648","NDUFB1"
"4705","ENSG00000130414","NDUFA10"
"4536","ENSG00000198763","MT-ND2"
"4713","ENSG00000099795","NDUFB7"
"4538","ENSG00000198886","MT-ND4"
"4731","ENSG00000160194","NDUFV3"
"4695","ENSG00000131495","NDUFA2"
"4708","ENSG00000090266","NDUFB2"
"4711","ENSG00000136521","NDUFB5"
"4723","ENSG00000167792","NDUFV1"
"4706","ENSG00000004779","NDUFAB1"
"4701","ENSG00000267855","NDUFA7"
"4724","ENSG00000164258","NDUFS4"
"4718","ENSG00000151366","NDUFC2"
"4698","ENSG00000128609","NDUFA5"
"4537","ENSG00000198840","MT-ND3"
"55967","ENSG00000184752","NDUFA12"
"4728","ENSG00000110717","NDUFS8"
"4715","ENSG00000147684","NDUFB9"
"51079","ENSG00000186010","NDUFA13"
"54539","ENSG00000147123","NDUFB11"
"4714","ENSG00000166136","NDUFB8"
"4720","ENSG00000158864","NDUFS2"
"4712","ENSG00000165264","NDUFB6"
"4722","ENSG00000213619","NDUFS3"
"4704","ENSG00000139180","NDUFA9"
"4694","ENSG00000125356","NDUFA1"
"4702","ENSG00000119421","NDUFA8"
"4709","ENSG00000119013","NDUFB3"
"4725","ENSG00000168653","NDUFS5"
"4710","ENSG00000065518","NDUFB4"
"4697","ENSG00000189043","NDUFA4"
"4726","ENSG00000145494","NDUFS6"
"4716","ENSG00000140990","NDUFB10"
"374291","ENSG00000115286","NDUFS7"
"1345","ENSG00000164919","COX6C"
"1340","ENSG00000126267","COX6B1"
"1329","ENSG00000135940","COX5B"
"4514","ENSG00000198938","MT-CO3"
"4513","ENSG00000198712","MT-CO2"
"1327","ENSG00000131143","COX4I1"
"1351","ENSG00000176340","COX8A"
"1349","ENSG00000131174","COX7B"
"1346","ENSG00000161281","COX7A1"
"1347","ENSG00000112695","COX7A2"
"9377","ENSG00000178741","COX5A"
"1337","ENSG00000111775","COX6A1"
"4512","ENSG00000198804","MT-CO1"
"1350","ENSG00000127184","COX7C"
"9167","ENSG00000115944","COX7A2L"
"125965","ENSG00000160471","COX6B2"
"1339","ENSG00000156885","COX6A2"
"170712","ENSG00000170516","COX7B2"
"84701","ENSG00000131055","COX4I2"
"4363","ENSG00000103222","ABCC1"
"146712","ENSG00000175711","B3GNTL1"
"10554","ENSG00000204310","AGPAT1"
"240","ENSG00000012779","ALOX5"
"534","ENSG00000213760","ATP6V1G2"
"8705","ENSG00000235863","B3GALT4"
"570","ENSG00000136881","BAAT"
"622","ENSG00000161267","BDH1"
"57818","ENSG00000152254","G6PC2"
"8647","ENSG00000073734","ABCB11"
"124935","ENSG00000167703","SLC43A2"
"6531","ENSG00000142319","SLC6A3"
"11000","ENSG00000143554","SLC27A3"
"4758","ENSG00000204386","NEU1"
"2618","ENSG00000159131","GART"
"2629","ENSG00000177628","GBA"
"7264","ENSG00000104522","TSTA3"
"284098","ENSG00000277161","PIGW"
"3163","ENSG00000103415","HMOX2"
"7923","ENSG00000204228","HSD17B8"
"10723","ENSG00000113504","SLC12A7"
"201288","ENSG00000167494","NOS2P2"
"645740","ENSG00000265788","NOS2P1"
"1589","ENSG00000231852","CYP21A2"
"9651","ENSG00000149527","PLCH2"
"8396","ENSG00000276293","PIP4K2B"
"8399","ENSG00000069764","PLA2G10"
"64711","ENSG00000162040","HS3ST6"
"7366","ENSG00000196620","UGT2B15"
"9374","ENSG00000221988","PPT2"
"93100","ENSG00000147813","NAPRT"
"55229","ENSG00000157881","PANK4"
"26063","ENSG00000242612","DECR2"
"2880","ENSG00000224586","GPX5"
"65263","ENSG00000104524","PYCRL"
"8781","ENSG00000226278","PSPHP1"
"31","ENSG00000278540","ACACA"
"55750","ENSG00000006530","AGK"
"8644","ENSG00000196139","AKR1C3"
"1066","ENSG00000198848","CES1"
"5446","ENSG00000105852","PON3"
"4905","ENSG00000073969","NSF"
"4700","ENSG00000184983","NDUFA6"
"4696","ENSG00000170906","NDUFA3"
"341947","ENSG00000187581","COX8C"
