"","GSM2859418","GSM2859446","GSM3045787","GSM3045788","GSM3319762","GSM3319763","GSM3319799","GSM3319800","GSM3319836","GSM3319837","GSM3319871","GSM3319872","GSM1414746","GSM1414747","GSM1414748","GSM1414749","GSM1414750","GSM1414751"
"1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29958",0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
"60386",0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
"223",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"216",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"162466",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"84920",1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
"5130",1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0
"9468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"219",0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
"79087",0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"239",0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
"6555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6554",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
"26002",1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
"1621",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"8647",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"247",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55349",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"6530",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"246",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"6531",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"6581",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"240",0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8574",0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
"23600",1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1
"1119",0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0
"1120",1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0
"5224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60482",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6582",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"115286",1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0
"5223",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"6584",1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
"669",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"271",1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
"6820",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"4597",1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"51071",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
"10948",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"19",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"272",1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
"1806",1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
"270",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"7083",1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"290",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"1118",1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
"7084",1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0
"54682",0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
"27159",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"279",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"277",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1854",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1892",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"549",0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1
"11136",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
"6519",1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
"1962",1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
"280",0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
"6576",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"1891",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"1160",1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"11001",0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1
"1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548596",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1152",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1158",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"5172",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"65010",0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1
"10998",0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
"113451",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9057",0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1
"384",1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1
"28231",1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
"54675",1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
"10257",0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
"10559",0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1
"445",1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"28232",0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0
"55907",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"2108",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"8034",1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1
"2109",0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
"83884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"10166",0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
"8824",1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"410",1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2110",1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1
"51805",0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0
"55500",1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
"427",1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"55224",0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
"51004",0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
"10229",0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
"9962",0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0
"2181",0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1
"9245",1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2650",1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1
"51301",1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1
"2182",1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1
"9963",1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"2180",0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
"192134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386757",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"80150",1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81616",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"23305",1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1
"440",0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
"6535",0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"1384",0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
"116285",1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
"6583",0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"5167",1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
"790",1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
"5169",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6511",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"6785",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"6505",0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
"54677",0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6507",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79071",0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"6512",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2194",0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1
"6506",0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0
"376497",0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
"10999",1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
"525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11000",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"230",0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
"226",1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"527",1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
"8140",1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"23545",0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
"5207",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"526",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"23428",1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
"5208",0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1
"1036",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"245973",0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
"5210",0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"8789",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5209",1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
"124935",0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
"2203",0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"2235",1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
"23657",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"57379",1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"2629",0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"10840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26301",0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
"79901",0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
"978",0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"7371",1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0
"83549",0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"7915",0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"125061",1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
"4329",1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1719",1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
"129607",1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0
"2356",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"2731",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"29988",0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
"275",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"2653",0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
"1609",0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
"155184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2651",1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6518",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"8525",0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
"66035",0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0
"55343",0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
"7264",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"160428",0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"8836",1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0
"4522",0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"25902",1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"1608",1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
"79017",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"2519",0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
"2997",1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0
"160851",1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1
"9162",1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
"2184",0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
"8527",0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
"8908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2271",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"2992",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"2523",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"8526",1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"2687",0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"6470",0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6472",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"10690",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9334",0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
"8704",0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"2717",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"8703",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"2632",1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1
"2683",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2820",0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1
"5832",1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
"2990",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"9563",0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"8372",1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
"3290",0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"2539",1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
"3291",0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
"3292",0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"26035",1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
"2542",1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"2593",0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
"54480",1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
"2132",0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"7923",0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"3294",0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"2131",1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
"51478",0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
"9514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2720",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"3284",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"27087",1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"4758",0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
"80270",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"57026",0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1
"5476",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
"135152",1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
"2588",0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
"26229",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
"2581",0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1
"4669",0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"3421",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"2583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55454",1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3340",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"8509",1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55790",0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3419",1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1
"79586",0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
"3417",1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1
"2137",1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0
"3418",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"22856",0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0
"337876",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"7173",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2135",0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
"2134",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"55568",1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0
"56606",0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
"2590",1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0
"154091",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3425",0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
"2591",0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"144195",0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"11182",0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6523",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"587",1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"8693",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"63917",0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1
"50614",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"8501",1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1
"2589",0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
"178",1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
"51809",1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1
"55586",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"114134",0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
"117248",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"11227",0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
"6526",0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1
"11226",1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
"79695",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
"79623",0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"26290",1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
"81031",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"126792",1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
"5837",0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
"5836",1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
"5834",0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"160728",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"8801",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"11285",0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
"8802",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"2729",0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
"8972",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2618",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"2730",0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1
