"","ImmProt_mTregs_01","ImmProt_mTregs_02","ImmProt_mTregs_03","ImmProt_mTregs_04","ImmProt_mTregs_01_activated","ImmProt_mTregs_02_activated","ImmProt_mTregs_03_activated","ImmProt_nTregs_01","ImmProt_nTregs_02","ImmProt_nTregs_03","ImmProt_nTregs_04","ImmProt_nTregs_01_activated","ImmProt_nTregs_02_activated","ImmProt_nTregs_03_activated"
"1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56994",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10390",0,1,1,1,1,0,1,0,1,1,1,1,0,1
"64781",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10087",0,1,1,0,0,0,1,0,1,1,1,1,0,1
"6565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162466",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5130",0,1,1,0,1,0,0,0,1,0,1,0,1,0
"6579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55349",0,0,1,0,0,0,0,1,1,0,0,0,0,0
"1120",0,1,1,0,0,1,0,0,1,0,1,0,1,1
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10948",0,1,1,1,1,1,0,0,1,1,1,0,0,1
"19",0,0,0,0,0,1,1,0,1,0,0,0,0,0
"1118",1,0,0,0,1,0,0,1,1,0,0,0,0,0
"27159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6576",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548596",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158",1,1,0,0,1,1,1,0,1,1,0,0,0,0
"1152",0,0,1,0,1,1,0,0,1,1,0,0,0,1
"5172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559",1,1,0,0,0,0,0,0,0,1,1,0,1,0
"55907",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8034",1,0,1,0,1,1,1,0,0,0,1,0,0,1
"8824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51805",0,0,1,1,1,1,1,0,0,0,1,1,0,0
"51004",0,1,1,0,1,1,0,1,0,1,1,1,0,1
"10229",0,1,1,1,0,1,1,0,0,1,1,0,1,0
"2650",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51301",0,1,1,1,0,0,0,0,0,0,1,0,0,0
"192134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",1,0,1,0,1,0,1,0,1,1,1,1,0,0
"6583",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54677",1,0,0,0,0,0,0,0,1,0,0,0,0,0
"8140",0,1,1,0,1,0,0,1,0,1,1,0,1,1
"23428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23657",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57379",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7371",0,1,1,0,1,0,1,1,0,1,1,0,0,1
"83549",0,1,1,0,0,0,0,0,0,0,0,1,0,0
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"129607",0,1,0,1,0,1,0,0,1,0,1,0,0,1
"160851",0,0,1,1,1,0,0,1,0,1,0,1,1,1
"8526",0,1,1,0,1,1,1,0,1,1,1,0,0,1
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8527",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607",1,1,0,1,1,0,1,0,1,1,1,1,0,1
"1608",0,1,1,1,1,1,1,1,0,1,1,1,1,1
"1609",0,1,1,0,1,1,1,0,1,1,1,1,1,0
"8525",1,0,1,0,0,0,1,0,1,1,1,0,1,0
"9162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10455",0,1,1,0,1,1,0,0,0,1,1,1,0,0
"1632",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1633",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6319",0,1,0,0,1,1,1,1,1,1,1,0,1,1
"9415",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3992",0,1,0,0,0,0,0,0,1,1,0,1,1,0
"8694",1,0,1,0,1,0,1,1,1,0,0,1,0,0
"84649",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716",0,1,1,1,0,0,1,0,0,1,1,1,0,0
"6513",0,0,1,0,1,0,0,0,0,1,1,0,0,1
"6517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6515",0,1,0,1,1,0,0,0,0,0,1,1,0,0
"1718",1,0,0,1,0,1,0,1,0,1,1,0,1,1
"1581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",0,1,1,1,1,0,1,0,1,1,1,0,1,0
"8560",0,1,1,0,0,0,0,0,1,0,1,0,1,0
"123099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11309",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6783",0,1,1,1,1,1,1,1,1,1,0,1,1,1
"1723",0,1,1,1,1,0,1,0,1,1,1,0,0,1
"1809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60386",0,1,1,1,1,1,0,0,1,1,1,0,1,0
"84920",1,0,1,0,1,1,1,0,1,0,1,1,1,0
"79087",0,1,0,0,1,1,1,0,1,1,1,1,0,1
"26002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",0,1,1,0,1,0,1,0,1,0,1,1,0,1
"5224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4597",0,1,1,0,1,1,0,1,0,1,1,1,0,0
"51071",0,1,1,0,1,0,0,0,0,1,1,0,1,0
"1806",0,1,1,0,1,1,0,0,1,0,1,1,1,0
"7083",0,1,1,0,1,0,1,1,0,0,1,0,0,1
"7084",1,1,1,0,1,1,1,0,1,0,1,0,1,1
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10682",1,1,1,0,0,1,0,0,1,1,1,0,1,1
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549",0,1,1,1,1,0,0,0,1,1,1,0,1,1
"1962",1,1,1,0,0,1,1,1,1,1,0,1,0,1
"1891",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001",1,1,0,0,0,1,0,1,0,1,1,0,1,1
"28231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10257",1,0,1,1,0,0,0,1,0,1,0,0,1,0
"28232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2108",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2110",0,0,1,1,1,1,0,0,1,0,1,0,1,0
"55500",1,1,0,1,1,0,1,0,1,0,1,0,0,1
"55224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8790",0,0,1,0,0,1,1,1,1,0,1,0,1,1
"51086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",0,1,0,1,1,0,1,0,1,1,1,0,0,1
"2180",0,0,1,1,1,0,0,0,1,0,1,0,1,1
"2182",0,0,1,1,0,1,1,0,0,1,1,0,1,1
"81616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51703",0,1,0,1,0,0,1,0,1,0,1,0,1,1
"23305",1,0,1,0,0,0,0,1,0,0,1,0,1,1
"116285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5167",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5169",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60481",1,1,0,1,1,1,1,1,0,1,1,1,0,1
"54898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194",0,1,1,0,0,0,1,0,1,0,1,0,1,1
"10999",0,1,1,1,1,0,1,0,0,1,1,1,0,0
"376497",0,1,0,1,0,0,0,0,1,1,1,0,0,0
"230",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5208",0,1,1,0,1,1,0,0,0,1,0,1,0,0
"5207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203",0,1,1,0,0,1,0,0,1,1,1,0,1,1
"5210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5209",0,1,1,0,1,0,0,0,1,1,0,1,0,1
"8789",0,0,1,0,0,0,0,0,1,1,1,0,0,0
"2235",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79901",0,0,1,1,0,0,0,1,1,0,0,0,0,0
"197258",0,1,1,0,1,0,1,0,1,1,1,1,0,0
"125061",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1719",0,1,1,1,1,0,1,1,1,1,1,0,1,1
"2356",0,1,1,1,1,0,0,0,1,1,1,0,1,1
"155184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29988",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6518",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25902",0,1,0,1,1,0,1,0,1,0,1,0,1,1
"4522",0,0,0,0,1,0,1,1,0,0,0,1,0,1
"2519",1,0,1,1,0,0,0,0,1,1,1,1,1,0
"2517",0,1,0,1,1,0,0,0,0,1,1,1,0,0
"2184",0,1,1,1,1,1,0,0,1,0,1,0,1,1
"2271",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683",0,1,1,0,1,1,0,0,1,0,0,1,1,0
"9334",0,1,1,0,1,1,0,0,1,1,0,0,1,1
"8704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8703",1,1,0,0,1,1,1,0,1,1,0,1,0,1
"2820",0,1,0,1,1,1,0,0,1,1,1,0,1,1
"5832",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"9563",0,1,1,1,1,1,0,1,0,0,1,1,1,0
"2539",1,1,0,1,0,1,0,1,0,1,1,1,1,0
"2542",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2593",0,1,1,1,0,0,0,0,1,0,1,1,1,0
"9514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5476",0,1,1,1,1,0,0,0,0,0,1,0,1,1
"2720",0,1,1,0,1,1,0,0,1,0,1,0,1,1
"2588",0,1,0,0,1,1,0,0,1,0,1,1,1,0
"2581",0,1,0,1,1,1,1,0,1,1,1,0,1,0
"2583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55454",0,0,0,1,0,1,1,0,1,1,1,0,1,0
"55790",1,0,1,0,0,0,0,0,1,0,1,0,0,0
"79586",1,1,1,1,1,0,1,1,1,1,1,1,1,0
"337876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22856",0,0,1,0,0,0,0,0,0,1,1,0,1,0
"63917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11226",0,1,1,0,1,1,1,0,1,1,1,1,1,0
"55568",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2589",0,1,1,1,1,1,1,1,0,1,0,0,1,1
"51809",1,1,0,1,1,0,1,0,0,0,1,0,0,1
"8693",0,0,0,1,0,0,0,0,1,1,1,0,0,0
"2591",0,0,0,1,1,1,1,0,1,1,0,1,1,1
"117248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2590",1,0,0,1,0,1,0,0,1,1,1,0,1,0
"11227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126792",0,0,1,0,0,1,1,1,1,0,1,0,1,1
"11285",1,1,0,1,1,0,0,0,1,1,0,0,1,0
"8972",0,1,1,0,1,1,1,1,0,1,1,1,1,0
"175",0,1,0,0,0,1,1,1,1,0,1,1,0,0
"26301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4329",1,1,1,0,1,1,1,0,1,1,1,1,1,1
"7915",1,1,1,0,1,0,0,0,1,1,1,1,0,0
"2731",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"275",1,1,0,0,0,0,0,0,1,0,1,0,1,1
"2653",1,0,1,0,1,1,1,0,1,1,1,0,0,1
"2651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8836",0,1,1,0,1,0,1,0,1,0,1,0,1,0
"79017",0,1,1,0,1,0,0,1,0,1,0,1,1,0
"8908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2997",0,1,1,0,0,0,1,0,0,1,1,1,1,0
"2998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6470",0,1,1,0,0,1,0,0,0,1,1,0,1,0
"2717",0,0,1,1,1,0,0,0,1,0,1,0,1,1
"2632",0,1,1,0,1,0,0,0,1,0,1,1,1,0
"2990",0,1,1,0,1,1,0,1,1,0,1,1,1,0
"8372",1,1,0,1,1,0,1,0,1,0,1,1,1,0
"26035",0,1,1,0,1,0,1,0,0,0,1,1,1,1
"54480",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"2131",0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2132",0,0,0,1,0,0,0,0,1,0,0,0,0,1
"27087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26229",1,1,0,0,1,0,1,0,1,0,1,1,1,0
"135152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4669",0,0,1,1,0,1,0,1,0,1,1,0,1,1
"64579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8509",0,1,0,1,1,1,1,1,1,0,0,1,1,1
"3340",1,1,1,1,1,1,1,0,1,0,0,0,0,1
"2137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",1,0,0,1,0,0,0,0,1,1,1,1,0,1
"2134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11182",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56606",1,0,1,1,0,0,0,1,0,0,0,0,0,0
"6523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",0,0,1,0,1,0,0,0,0,1,1,0,1,0
"5837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5834",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5836",0,0,1,1,0,1,1,1,1,0,0,0,1,0
"2729",0,1,1,0,1,0,1,0,1,0,1,0,1,1
"2730",1,1,0,1,0,1,0,1,1,1,0,0,1,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2747",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79751",0,1,0,1,0,0,1,0,1,0,1,1,0,0
"83733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639",1,1,0,1,1,1,1,0,1,0,1,0,1,1
"57084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2628",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"9380",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2712",0,1,1,1,1,0,0,0,0,0,0,0,1,0
"2713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710",0,1,0,1,1,1,0,1,0,0,1,0,1,0
"3029",1,0,0,0,1,1,1,0,1,1,1,0,0,0
"6536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5226",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54965",0,1,1,1,1,1,1,0,1,0,1,1,1,1
"93183",0,1,1,1,0,0,0,0,0,0,0,0,0,0
"2936",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2882",0,1,0,1,0,1,0,0,1,1,1,0,1,0
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2937",0,1,1,1,1,1,1,0,1,1,1,1,1,1
"2678",0,0,1,0,0,0,1,0,1,0,0,0,1,1
"2679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983",0,0,0,1,1,1,1,1,0,0,1,0,1,0
"4881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
